annotation_id,question_id,prompt_id,split,question_type,difficulty,fact_type,label,binary_label,span_text,token_count,token_start_position,token_end_position,mean_token_nll,mean_token_entropy,max_token_entropy,mean_top2_margin,min_top2_margin,one_minus_mean_top2_margin,one_minus_min_top2_margin,mean_spilled_energy_delta,negative_mean_spilled_energy_delta,mean_spilled_energy_abs_delta,max_spilled_energy_abs_delta,mean_selected_step_energy_gap,max_selected_step_energy_gap,mean_spilled_probability_mass_after_top1,mean_spilled_probability_mass_after_top2,mean_token_logprob,mean_token_energy,mean_marginal_energy
ann_full100_draft_q_0049_001,q_0049,p_0049,test,country_comparison_month,medium,month,correct_key_fact,0,September 2011,6,1,7,1.9e-05,0.000236,0.001374,0.999976,0.999859,2.4e-05,0.000141,0.041667,-0.041667,3.75,7.374998,1.8e-05,0.000111,1.9e-05,1.3e-05,-1.9e-05,-35.6875,-35.729167
ann_full100_draft_q_0049_002,q_0049,p_0049,test,country_comparison_month,medium,country,hallucinated_key_fact,1,Netherlands,1,9,10,0.090325,0.341228,0.341228,0.838639,0.838639,0.161361,0.161361,-0.219362,0.219362,0.219362,0.219362,0.090326,0.090326,0.086366,0.01137,-0.090325,-24.875,-24.655638
ann_full100_draft_q_0049_003,q_0049,p_0049,test,country_comparison_month,medium,comparison_direction,hallucinated_key_fact,1,generated more net revenue,4,10,14,0.046642,0.170747,0.476043,0.919311,0.725684,0.080689,0.274316,0.024489,-0.024489,5.115978,10.182978,0.046643,0.154167,0.043702,0.006715,-0.046642,-27.78125,-27.805739
ann_full100_draft_q_0049_004,q_0049,p_0049,test,country_comparison_month,medium,currency_amount,correct_key_fact,0,"26,937.26 GBP",10,15,25,0.038828,0.12919,0.62269,0.932466,0.670393,0.067534,0.329607,0.1915,-0.1915,3.05855,7.250103,0.038829,0.180601,0.035945,0.004356,-0.038828,-29.7,-29.8915
ann_full100_draft_q_0049_005,q_0049,p_0049,test,country_comparison_month,medium,currency_amount,correct_key_fact,0,"42,476.20 GBP",10,31,41,0.001858,0.009495,0.090296,0.99633,0.964013,0.00367,0.035987,-0.482533,0.482533,4.06117,8.968817,0.001858,0.018166,0.001841,1.2e-05,-0.001858,-33.2,-32.717467
ann_full100_draft_q_0049_006,q_0049,p_0049,test,country_comparison_month,medium,percentage,hallucinated_key_fact,1,24.5% difference,6,48,54,1.148502,1.629016,2.354663,0.355121,0,0.644879,1,1.520371,-1.520371,3.194089,5.774937,1.148517,2.223822,0.525561,0.406243,-1.148502,-21.979167,-23.499538
ann_full100_draft_q_0069_001,q_0069,p_0069,test,top3_products_month,medium,month,correct_key_fact,0,September 2011,6,10,16,8e-06,0.00011,0.000559,0.99999,0.999947,9.99999999995e-06,5.3e-05,-0.90651,0.90651,3.65651,8.689068,8e-06,4.2e-05,8e-06,6e-06,-8e-06,-33.875,-32.96849
ann_full100_draft_q_0069_002,q_0069,p_0069,test,top3_products_month,medium,ranking,hallucinated_key_fact,1,1.,2,19,21,0.110476,0.288001,0.573187,0.811262,0.623034,0.188738,0.376966,-2.248019,2.248019,3.123298,5.371317,0.110476,0.220675,0.09915,0.009562,-0.110476,-27.3125,-25.064481
ann_full100_draft_q_0069_003,q_0069,p_0069,test,top3_products_month,medium,product_name,hallucinated_key_fact,1,JUMBO BAG RED RETROSPOT,10,22,32,0.186508,0.201194,1.993385,0.926406,0.266623,0.073594,0.733377,0.518985,-0.518985,4.781084,10.375135,0.18651,1.863256,0.058004,0.042415,-0.186508,-29.8125,-30.331485
ann_full100_draft_q_0069_004,q_0069,p_0069,test,top3_products_month,medium,currency_amount,hallucinated_key_fact,1,GBP 8630.45,9,43,52,0.057111,0.147839,0.584146,0.904653,0.462032,0.095347,0.537968,-0.156853,0.156853,3.30547,8.768902,0.057111,0.313444,0.05078,0.006213,-0.057111,-29.986111,-29.829258
ann_full100_draft_q_0069_005,q_0069,p_0069,test,top3_products_month,medium,ranking,hallucinated_key_fact,1,2.,2,54,56,5e-06,7.9e-05,0.000147,0.999991,0.999984,9.00000000004e-06,1.6e-05,-2.124982,2.124982,2.124982,2.249964,6e-06,1.1e-05,5e-06,2e-06,-5e-06,-30.25,-28.125018
ann_full100_draft_q_0069_006,q_0069,p_0069,test,top3_products_month,medium,product_name,hallucinated_key_fact,1,PAPER CHAIN KIT 50'S CHRISTMAS,12,57,69,0.048632,0.12415,1.440459,0.947304,0.379237,0.052696,0.620763,0.521396,-0.521396,3.228693,7.374233,0.048633,0.577078,0.03708,0.021463,-0.048632,-29.875,-30.396396
ann_full100_draft_q_0069_007,q_0069,p_0069,test,top3_products_month,medium,currency_amount,hallucinated_key_fact,1,GBP 5997.25,9,80,89,9e-06,0.000111,0.000544,0.999987,0.999927,1.3e-05,7.3e-05,-0.402773,0.402773,2.84722,6.125004,8e-06,4.6e-05,9e-06,4e-06,-9e-06,-33.25,-32.847227
ann_full100_draft_q_0069_008,q_0069,p_0069,test,top3_products_month,medium,ranking,hallucinated_key_fact,1,3.,2,91,93,3e-06,4.8e-05,7.9e-05,0.999996,0.999993,4e-06,6.99999999998e-06,-1.68749,1.68749,1.68749,3.25,3e-06,6e-06,3e-06,2e-06,-3e-06,-30,-28.31251
ann_full100_draft_q_0069_009,q_0069,p_0069,test,top3_products_month,medium,product_name,hallucinated_key_fact,1,REGENCY CAKESTAND 3 TIER,10,94,104,0.05803,0.104471,1.040278,0.91745,0.175102,0.08255,0.824898,0.662548,-0.662548,3.012506,8.125248,0.058031,0.57992,0.044044,0.005539,-0.05803,-30.8625,-31.525048
ann_full100_draft_q_0069_010,q_0069,p_0069,test,top3_products_month,medium,currency_amount,hallucinated_key_fact,1,GBP 9315.03,9,115,124,4e-06,5.9e-05,0.000243,0.999993,0.999968,6.99999999998e-06,3.2e-05,-0.930468,0.930468,3.263802,5.874994,4e-06,1.9e-05,4e-06,2e-06,-4e-06,-34.069444,-33.138976
ann_full100_draft_q_0081_001,q_0081,p_0081,dev,product_revenue_share_month,hard,month,correct_key_fact,0,September 2011,6,7,13,8e-06,0.000105,0.00054,0.99999,0.999947,9.99999999995e-06,5.3e-05,-1.322811,1.322811,4.864477,11.811871,8e-06,4e-05,8e-06,5e-06,-8e-06,-34.5,-33.177189
ann_full100_draft_q_0081_002,q_0081,p_0081,dev,product_revenue_share_month,hard,percentage,hallucinated_key_fact,1,25.5%,5,19,24,1.47256,1.827802,2.297263,0.280708,0.017158,0.719292,0.982842,2.274828,-2.274828,4.00523,5.795034,1.47257,2.496658,0.586744,0.454197,-1.47256,-22.15,-24.424828
ann_full100_draft_q_0081_003,q_0081,p_0081,dev,product_revenue_share_month,hard,currency_amount,hallucinated_key_fact,1,6113.70,7,26,33,0.093164,0.29953,1.786688,0.903957,0.447926,0.096043,0.552074,0.133047,-0.133047,2.029131,4.636982,0.093165,0.583847,0.072631,0.049219,-0.093164,-27.910714,-28.043761
ann_full100_draft_q_0081_004,q_0081,p_0081,dev,product_revenue_share_month,hard,currency_amount,correct_key_fact,0,"1,011,358.16",12,35,47,0.01498,0.043502,0.429209,0.972235,0.703069,0.027765,0.296931,-0.371309,0.371309,2.996322,8.349056,0.01498,0.161413,0.013937,0.00011,-0.01498,-31.958333,-31.587024
ann_full100_draft_q_0086_001,q_0086,p_0086,dev,product_revenue_share_month,hard,month,correct_key_fact,0,June 2011,6,6,12,0.017644,0.060552,0.362498,0.96745,0.804783,0.03255,0.195217,0.0681,-0.0681,5.098583,8.25,0.017644,0.105808,0.016743,0.000937,-0.017644,-32.479167,-32.547266
ann_full100_draft_q_0086_002,q_0086,p_0086,dev,product_revenue_share_month,hard,percentage,hallucinated_key_fact,1,63.15%,6,14,20,0.421553,1.047041,2.047475,0.555928,0.272233,0.444072,0.727767,0.704575,-0.704575,2.239883,5.245611,0.421559,1.009642,0.316338,0.188603,-0.421553,-23.5,-24.204575
ann_full100_draft_q_0086_003,q_0086,p_0086,dev,product_revenue_share_month,hard,currency_amount,hallucinated_key_fact,1,6311.68,7,32,39,0.057349,0.244424,1.43243,0.934968,0.643521,0.065032,0.356479,0.223463,-0.223463,3.562849,10.24403,0.057351,0.343184,0.049601,0.034169,-0.057349,-28.589286,-28.812749
ann_full100_draft_q_0086_004,q_0086,p_0086,dev,product_revenue_share_month,hard,currency_amount,correct_key_fact,0,9453.64,7,41,48,0.010958,0.042644,0.297532,0.979863,0.85913,0.020137,0.14087,0.072323,-0.072323,3.534834,7.743811,0.010959,0.076637,0.010549,0.000962,-0.010958,-32.053571,-32.125895
ann_full100_draft_q_0086_005,q_0086,p_0086,dev,product_revenue_share_month,hard,currency_amount,correct_key_fact,0,39619.50,8,50,58,0.000121,0.00122,0.007843,0.999815,0.998816,0.000185,0.001184,-0.274739,0.274739,2.431014,5.073076,0.000121,0.000805,0.000121,5.7e-05,-0.000121,-30.796875,-30.522136
ann_full100_draft_q_0086_006,q_0086,p_0086,dev,product_revenue_share_month,hard,currency_amount,hallucinated_key_fact,1,"45,964.82 GBP",10,60,70,0.246103,0.510472,1.194354,0.738441,0.260609,0.261559,0.739391,0.241378,-0.241378,2.387428,7.150625,0.246108,1.203472,0.155495,0.049431,-0.246103,-23.5625,-23.803878
ann_full100_draft_q_0086_007,q_0086,p_0086,dev,product_revenue_share_month,hard,currency_amount,hallucinated_key_fact,1,"45,964.82",9,74,83,0.109138,0.166203,1.20191,0.877212,0,0.122788,1,0.167282,-0.167282,2.666615,5.80859,0.109139,0.918118,0.073668,0.024548,-0.109138,-28.444444,-28.611727
ann_full100_draft_q_0086_008,q_0086,p_0086,dev,product_revenue_share_month,hard,currency_amount,correct_key_fact,0,"723,970.15",10,85,95,0.000253,0.001938,0.015595,0.999506,0.995632,0.000494,0.004368,-0.383843,0.383843,2.833848,6.090914,0.000252,0.002188,0.000252,1.1e-05,-0.000253,-32.5125,-32.128657
ann_full100_draft_q_0086_009,q_0086,p_0086,dev,product_revenue_share_month,hard,percentage,hallucinated_key_fact,1,63.15%,6,98,104,0.00338,0.025816,0.053659,0.994701,0.990207,0.005299,0.009793,0.199994,-0.199994,2.470756,5.37561,0.00338,0.007029,0.003372,0.001445,-0.00338,-28.3125,-28.512494
ann_full100_draft_q_0087_001,q_0087,p_0087,test,product_revenue_share_month,hard,month,correct_key_fact,0,September 2011,6,6,12,0.01256,0.052912,0.317093,0.978019,0.868147,0.021981,0.131853,0.129493,-0.129493,4.870513,8.473066,0.01256,0.075335,0.012098,0.002215,-0.01256,-32.229167,-32.35866
ann_full100_draft_q_0087_002,q_0087,p_0087,test,product_revenue_share_month,hard,percentage,hallucinated_key_fact,1,10.6%,5,14,19,1.651986,1.750756,2.338544,0.318436,0.015367,0.681564,0.984633,2.573427,-2.573427,4.759729,6.267199,1.651995,2.416876,0.583548,0.485532,-1.651986,-21.775,-24.348427
ann_full100_draft_q_0087_003,q_0087,p_0087,test,product_revenue_share_month,hard,currency_amount,hallucinated_key_fact,1,6229.79,7,36,43,0.168143,0.194583,0.958486,0.882891,0.289116,0.117109,0.710884,0.405589,-0.405589,2.152211,5.23823,0.168144,1.099655,0.064664,0.01222,-0.168143,-27.571429,-27.977018
ann_full100_draft_q_0087_004,q_0087,p_0087,test,product_revenue_share_month,hard,currency_amount,hallucinated_key_fact,1,5997.25,7,45,52,0.000902,0.005816,0.039021,0.99825,0.987926,0.00175,0.012074,-0.124974,0.124974,2.482125,6.749943,0.000902,0.006184,0.000899,4.8e-05,-0.000902,-32.339286,-32.214312
ann_full100_draft_q_0087_005,q_0087,p_0087,test,product_revenue_share_month,hard,currency_amount,hallucinated_key_fact,1,6113.70,7,54,61,3.6e-05,0.000437,0.001824,0.999949,0.999773,5.1e-05,0.000227,-0.470957,0.470957,3.220962,4.999969,3.7e-05,0.000162,3.6e-05,2.2e-05,-3.6e-05,-32.517857,-32.0469
ann_full100_draft_q_0087_006,q_0087,p_0087,test,product_revenue_share_month,hard,currency_amount,hallucinated_key_fact,1,"GBP 18,730.74",11,62,73,0.162531,0.351961,1.197361,0.780697,0,0.219303,1,0.253737,-0.253737,3.380898,5.489462,0.162532,0.864462,0.126028,0.032753,-0.162531,-26.431818,-26.685555
ann_full100_draft_q_0087_007,q_0087,p_0087,test,product_revenue_share_month,hard,currency_amount,correct_key_fact,0,"GBP 1,011,358.16",14,78,92,0.000439,0.003159,0.042286,0.999228,0.989407,0.000772,0.010593,-0.241317,0.241317,3.277039,10.003576,0.000439,0.006008,0.000438,0.000104,-0.000439,-32.348214,-32.106898
ann_full100_draft_q_0097_001,q_0097,p_0097,dev,return_impact_month,hard,month,correct_key_fact,0,August 2011,6,1,7,0.000431,0.00311,0.018636,0.999157,0.994945,0.000843,0.005055,-0.083333,0.083333,4.208333,7.874996,0.000431,0.002586,0.000431,1.8e-05,-0.000431,-36,-35.916667
ann_full100_draft_q_0097_002,q_0097,p_0097,dev,return_impact_month,hard,currency_amount,correct_key_fact,0,"£54,330.80",10,17,27,0.140679,0.141621,1.107049,0.922036,0.286778,0.077964,0.713222,0.299338,-0.299338,3.058273,5.375141,0.140679,1.359695,0.050295,0.022627,-0.140679,-28.75,-29.049338
ann_full100_draft_q_0097_003,q_0097,p_0097,dev,return_impact_month,hard,currency_amount,correct_key_fact,0,"£703,510.58",11,34,45,0.009351,0.04876,0.341365,0.985663,0.899182,0.014337,0.100818,0.176606,-0.176606,3.408621,11.401701,0.009351,0.071453,0.009105,0.003873,-0.009351,-29.102273,-29.278879
ann_full100_draft_q_0098_001,q_0098,p_0098,test,return_impact_month,hard,month,correct_key_fact,0,September 2011,6,1,7,0.000387,0.002872,0.017216,0.999249,0.995498,0.000751,0.004502,0.125,-0.125,3.916666,7.624998,0.000387,0.002323,0.000387,2.3e-05,-0.000387,-35.625,-35.75
ann_full100_draft_q_0098_002,q_0098,p_0098,test,return_impact_month,hard,currency_amount,correct_key_fact,0,"GBP 38,838.51",11,17,28,0.057733,0.129517,1.069946,0.927558,0.299083,0.072442,0.700917,0.189322,-0.189322,1.458936,3.984842,0.057733,0.567682,0.045322,0.018201,-0.057733,-28.545455,-28.734776
ann_full100_draft_q_0098_003,q_0098,p_0098,test,return_impact_month,hard,currency_amount,hallucinated_key_fact,1,"GBP 101,759.68",12,35,47,0.060618,0.134614,0.871504,0.90714,0.227892,0.09286,0.772108,0.02349,-0.02349,2.681319,6.444633,0.060618,0.546131,0.049706,0.006552,-0.060618,-28.1875,-28.21099
